order_id,order_date,store,sku,product_name,category,quantity,unit_price
52663,2025-06-07,KENNESAW,SKU-3002,Gel Pens 12ct,Office Supplies,2,$11.99
52406,02/08/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,2,89.99
50121,2025-01-01,SMYRNA,SKU-3003,Desk Organizer,Office Supplies,4,21.50
51310,02/24/2025,Smyrna,SKU-2001,Office Chair,Furniture,1,189.00
50838,01/15/2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
52619,2025-05-20,kennesaw,SKU-2002,Standing Desk,Furniture,4,$349.00
52827,2025-03-01,Marietta,SKU-2001,Office Chair,Furniture,1,$189.00
52939,04-Jan-2025,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
51803,21-Mar-2025,Smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,5,$8.49
50998,2025-06-08,SMYRNA,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
52507,2025-04-13,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
51714,2025-04-23,Atlanta,SKU-1001,Wireless Mouse,Electronics,5,24.99
50527,2025-06-13,Smyrna,SKU-2001,Office Chair,Furniture,3,189.00
51531,2025-02-28,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,5,8.49
51377,21-Apr-2025,Kennesaw,SKU-2002,Standing Desk,Furniture,3,349.00
51399,01/10/2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,3,$8.49
50739,18-Apr-2025,alpharetta,SKU-2002,Standing Desk,Furniture,6,349.00
50038,2025-01-25,Marietta,SKU-3002,Gel Pens 12ct,Office Supplies,4,11.99
50442,2025-04-03,Alpharetta,SKU-1003,USB-C Hub,Electronics,3,39.99
50863,02/14/2025,Kennesaw,SKU-1001,Wireless Mouse,Electronics,1,24.99
52643,2025-04-18,kennesaw,SKU-2002,Standing Desk,Furniture,6,349.00
51717,03/16/2025,ATLANTA,SKU-2002,Standing Desk,Furniture,2,349.00
50948,2025-06-17,Atlanta,SKU-1001,Wireless Mouse,Electronics,6,24.99
50454,01/21/2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,1, 8.49 
51122,2025-06-04,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
51320,2025-06-19,Smyrna,SKU-3003,Desk Organizer,Office Supplies,4,21.50
50894,2025-03-18,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
50958,2025-02-04,ALPHARETTA,SKU-3001,Notebook 3-Pack,Office Supplies,6,$8.49
51770,2025-04-22,ALPHARETTA,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
50168,2025-04-19,Alpharetta,SKU-3003,Desk Organizer,Office Supplies,4,$21.50
51962,28-Feb-2025,Smyrna,SKU-1001,Wireless Mouse,Electronics,1,$24.99
51913,21-May-2025,kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,5,$11.99
50426,04/14/2025,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,2, 89.99 
50366,02/27/2025,Atlanta,SKU-1002,Mechanical Keyboard,Electronics,3,89.99
50281,04/05/2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
52290,13-Jun-2025,KENNESAW,SKU-2001,Office Chair,Furniture,5,189.00
52876,2025-03-13,ATLANTA,SKU-3001,Notebook 3-Pack,Office Supplies,1,$8.49
52940,05/15/2025,ALPHARETTA,SKU-2002,Standing Desk,Furniture,1,349.00
51193,03/30/2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
50952,08-May-2025,Atlanta,SKU-2002,Standing Desk,Furniture,2, 349.00 
50589,02/19/2025,Marietta,SKU-2001,Office Chair,Furniture,1,189.00
51991,2025-02-15,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,6,11.99
52695,2025-04-29,KENNESAW,SKU-2002,Standing Desk,Furniture,1,349.00
52895,2025-01-02,ATLANTA,SKU-2001,Office Chair,Furniture,6,$189.00
51841,2025-03-21,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,1,$11.99
51707,18-Mar-2025,marietta,SKU-3001,Notebook 3-Pack,Office Supplies,5,8.49
52135,05/26/2025,Atlanta,SKU-1001,Wireless Mouse,Electronics,2,24.99
52511,03/01/2025,Atlanta,SKU-2001,Office Chair,Furniture,1,189.00
51358,29-Mar-2025,smyrna,SKU-2001,Office Chair,Furniture,2,189.00
50232,2025-06-10,Atlanta,SKU-2001,Office Chair,Furniture,5,$189.00
50235,2025-04-02,KENNESAW,SKU-3003,Desk Organizer,Office Supplies,5,$21.50
52846,2025-01-12,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
52365,2025-04-23,Smyrna,SKU-2001,Office Chair,Furniture,3, 189.00 
52266,01/16/2025,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
52456,2025-04-08,Smyrna,SKU-1003,USB-C Hub,Electronics,1,39.99
50409,01/10/2025,Atlanta,SKU-1001,Wireless Mouse,Electronics,1,$24.99
50122,2025-01-28,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,2,89.99
52977,02-Jan-2025,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
52278,2025-03-11,SMYRNA,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
50275,2025-01-02,kennesaw,SKU-3003,Desk Organizer,Office Supplies,3,21.50
50381,2025-03-12,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,3,$8.49
52457,2025-04-19,ATLANTA,SKU-3002,Gel Pens 12ct,Office Supplies,4,$11.99
51706,2025-02-07,KENNESAW,SKU-3003,Desk Organizer,Office Supplies,3,21.50
52611,06/24/2025,Smyrna,SKU-2001,Office Chair,Furniture,4,$189.00
50311,2025-04-18,marietta,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
52251,2025-01-02,KENNESAW,SKU-3002,Gel Pens 12ct,Office Supplies,2,$11.99
52831,10-May-2025,SMYRNA,SKU-3003,Desk Organizer,Office Supplies,5, 21.50 
51466,2025-01-17,Kennesaw,SKU-1001,Wireless Mouse,Electronics,5,24.99
52197,03/24/2025,KENNESAW,SKU-1001,Wireless Mouse,Electronics,2,$24.99
51116,06/16/2025,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,3,$8.49
50819,20-Mar-2025,MARIETTA,SKU-3002,Gel Pens 12ct,Office Supplies,4, 11.99 
50871,2025-03-20,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,4, 89.99 
52866,06/16/2025,Kennesaw,SKU-1003,USB-C Hub,Electronics,1,39.99
52425,2025-04-16,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
50689,2025-06-15,Marietta,SKU-3003,Desk Organizer,Office Supplies,1,$21.50
50312,2025-05-25,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,5,8.49
52638,2025-03-22,Kennesaw,SKU-3003,Desk Organizer,Office Supplies,6,21.50
50635,2025-06-21,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
50364,29-Jan-2025,Smyrna,SKU-1002,Mechanical Keyboard,Electronics,4,89.99
51641,2025-03-13,Kennesaw,SKU-2002,Standing Desk,Furniture,3, 349.00 
50479,2025-05-18,Smyrna,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
52767,02/19/2025,atlanta,SKU-3003,Desk Organizer,Office Supplies,6,$21.50
52235,20-May-2025,Smyrna,SKU-2002,Standing Desk,Furniture,1,$349.00
50881,2025-05-16,Marietta,SKU-1001,Wireless Mouse,Electronics,1,24.99
51470,02/03/2025,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
50075,2025-05-23,KENNESAW,SKU-1002,Mechanical Keyboard,Electronics,3,89.99
52223,03/08/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
52471,2025-05-20,Smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,6,$8.49
52555,05/12/2025,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,6,$89.99
52130,2025-06-26,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
52389,2025-02-15,MARIETTA,SKU-1002,Mechanical Keyboard,Electronics,2,89.99
52225,24-Feb-2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,2, 8.49 
51551,05/02/2025,Atlanta,SKU-1003,USB-C Hub,Electronics,2,39.99
52472,03/18/2025,Smyrna,SKU-2002,Standing Desk,Furniture,4,$349.00
52934,2025-06-04,Alpharetta,SKU-3003,Desk Organizer,Office Supplies,1, 21.50 
50398,17-Mar-2025,MARIETTA,SKU-2001,Office Chair,Furniture,5,$189.00
51572,2025-02-10,Marietta,SKU-1001,Wireless Mouse,Electronics,5,24.99
51107,2025-05-01,ALPHARETTA,SKU-2001,Office Chair,Furniture,1,$189.00
50350,04/27/2025,Kennesaw,SKU-2002,Standing Desk,Furniture,3,349.00
52547,01/23/2025,ATLANTA,SKU-3002,Gel Pens 12ct,Office Supplies,2,$11.99
51451,22-Jun-2025,Atlanta,SKU-2002,Standing Desk,Furniture,5,349.00
52526,2025-03-13,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
52241,2025-03-29,marietta,SKU-3001,Notebook 3-Pack,Office Supplies,5, 8.49 
51312,2025-03-24,KENNESAW,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
50455,02/05/2025,Alpharetta,SKU-3003,Desk Organizer,Office Supplies,3,21.50
51106,2025-04-11,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
50233,2025-01-15,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
51982,31-May-2025,Marietta,SKU-2001,Office Chair,Furniture,6,$189.00
50201,03/21/2025,Alpharetta,SKU-2002,Standing Desk,Furniture,6,349.00
52715,02/04/2025,Atlanta,SKU-1003,USB-C Hub,Electronics,2,39.99
51617,15-Mar-2025,kennesaw,SKU-2002,Standing Desk,Furniture,1,$349.00
51835,2025-04-09,Smyrna,SKU-3003,Desk Organizer,Office Supplies,4,21.50
50103,2025-03-07,Marietta,SKU-2002,Standing Desk,Furniture,2,349.00
52935,02/22/2025,MARIETTA,SKU-3003,Desk Organizer,Office Supplies,6,21.50
51653,01/21/2025,Atlanta,SKU-2001,Office Chair,Furniture,1,189.00
50174,2025-04-11,ATLANTA,SKU-3003,Desk Organizer,Office Supplies,2,$21.50
50636,20-May-2025,Atlanta,SKU-2001,Office Chair,Furniture,3,$189.00
52854,02/06/2025,SMYRNA,SKU-1001,Wireless Mouse,Electronics,1,$24.99
50509,05/11/2025,smyrna,SKU-1001,Wireless Mouse,Electronics,6,$24.99
52602,03/20/2025,Marietta,SKU-2001,Office Chair,Furniture,5,$189.00
51421,2025-03-30,Alpharetta,SKU-2001,Office Chair,Furniture,1,189.00
52352,04-Apr-2025,kennesaw,SKU-1003,USB-C Hub,Electronics,5,39.99
51999,2025-03-24,atlanta,SKU-1001,Wireless Mouse,Electronics,6,24.99
50575,2025-02-21,SMYRNA,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
50980,2025-05-10,Marietta,SKU-1001,Wireless Mouse,Electronics,4, 24.99 
50938,2025-04-26,Kennesaw,SKU-1001,Wireless Mouse,Electronics,5, 24.99 
50322,2025-02-24,Marietta,SKU-3003,Desk Organizer,Office Supplies,3,$21.50
52441,2025-02-27,Smyrna,SKU-3003,Desk Organizer,Office Supplies,6, 21.50 
52363,01/03/2025,MARIETTA,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
51314,06/03/2025,Alpharetta,SKU-2001,Office Chair,Furniture,2,189.00
51587,15-Jan-2025,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,2,11.99
51767,04/23/2025,Marietta,SKU-1001,Wireless Mouse,Electronics,5,$24.99
50074,08-May-2025,Alpharetta,SKU-2001,Office Chair,Furniture,4,189.00
50141,2025-03-08,kennesaw,SKU-2001,Office Chair,Furniture,6, 189.00 
51427,2025-03-15,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,6,11.99
50759,11-May-2025,alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,2,$11.99
50097,03/01/2025,alpharetta,SKU-1002,Mechanical Keyboard,Electronics,4,89.99
140190,01/11/2025,Alpharetta,,Gel Pens 12ct,Office Supplies,6,11.99
52983,08-May-2025,Kennesaw,SKU-1001,Wireless Mouse,Electronics,4,$24.99
52971,03/07/2025,Marietta,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
50710,2025-03-16,Marietta,SKU-3002,Gel Pens 12ct,Office Supplies,4, 11.99 
50242,2025-01-14,KENNESAW,SKU-3001,Notebook 3-Pack,Office Supplies,3,$8.49
51463,2025-05-11,Atlanta,SKU-2002,Standing Desk,Furniture,2,349.00
50429,11-Mar-2025,Alpharetta,SKU-1003,USB-C Hub,Electronics,6,$39.99
50609,06/05/2025,Atlanta,SKU-1003,USB-C Hub,Electronics,2,$39.99
50620,2025-04-20,Smyrna,SKU-1002,Mechanical Keyboard,Electronics,3,89.99
50643,05/25/2025,ALPHARETTA,SKU-2001,Office Chair,Furniture,3,189.00
52624,02/03/2025,marietta,SKU-3003,Desk Organizer,Office Supplies,4,21.50
50951,05/06/2025,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
50795,02/22/2025,marietta,SKU-3001,Notebook 3-Pack,Office Supplies,6, 8.49 
51512,2025-05-21,SMYRNA,SKU-3001,Notebook 3-Pack,Office Supplies,2,$8.49
50446,04-Jan-2025,Smyrna,SKU-1001,Wireless Mouse,Electronics,5,$24.99
51347,01/20/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,6,$89.99
51676,2025-02-02,Kennesaw,SKU-1003,USB-C Hub,Electronics,1, 39.99 
52973,02-Jan-2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
52013,04/12/2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
51684,2025-06-19,atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
51112,28-Jan-2025,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,3,$11.99
50582,15-Jun-2025,Smyrna,SKU-1003,USB-C Hub,Electronics,4,39.99
51236,2025-02-13,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,4,$11.99
50211,06/29/2025,Kennesaw,SKU-2002,Standing Desk,Furniture,3,349.00
50065,03-Apr-2025,Smyrna,SKU-1003,USB-C Hub,Electronics,5,39.99
50555,03/24/2025,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,2,$8.49
52879,2025-01-22,KENNESAW,SKU-2001,Office Chair,Furniture,3, 189.00 
52896,2025-02-27,MARIETTA,SKU-3003,Desk Organizer,Office Supplies,2,21.50
51686,2025-04-16,Atlanta,SKU-1001,Wireless Mouse,Electronics,6,24.99
51277,02-Apr-2025,Marietta,SKU-3003,Desk Organizer,Office Supplies,6,21.50
51189,04-Jan-2025,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
52504,2025-05-06,Smyrna,SKU-1001,Wireless Mouse,Electronics,3,24.99
52887,05/03/2025,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,1,$11.99
51420,02/22/2025,Kennesaw,SKU-2002,Standing Desk,Furniture,6,349.00
51211,2025-06-27,Atlanta,SKU-1002,Mechanical Keyboard,Electronics,2,89.99
52080,2025-06-07,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,2,$11.99
52794,03/27/2025,smyrna,SKU-1003,USB-C Hub,Electronics,4,$39.99
50711,05/20/2025,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
52473,2025-04-24,Alpharetta,SKU-1001,Wireless Mouse,Electronics,2,24.99
52700,21-Mar-2025,marietta,SKU-3003,Desk Organizer,Office Supplies,1,21.50
50131,05/13/2025,smyrna,SKU-2002,Standing Desk,Furniture,3,$349.00
51537,03/10/2025,ALPHARETTA,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
51322,2025-05-26,Smyrna,SKU-2002,Standing Desk,Furniture,6,349.00
50515,2025-02-27,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,1,$8.49
52714,05/12/2025,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,3, 11.99 
50735,2025-04-21,Atlanta,SKU-2001,Office Chair,Furniture,2,$189.00
50392,2025-04-18,ALPHARETTA,SKU-1001,Wireless Mouse,Electronics,3,$24.99
50239,2025-03-31,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
50393,01/14/2025,Alpharetta,SKU-2001,Office Chair,Furniture,5,$189.00
52631,2025-04-14,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,3,$8.49
50652,2025-04-18,MARIETTA,SKU-1003,USB-C Hub,Electronics,3,39.99
52309,2025-02-05,Smyrna,SKU-1003,USB-C Hub,Electronics,1,39.99
51296,02/17/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,3,89.99
51925,04/15/2025,MARIETTA,SKU-3003,Desk Organizer,Office Supplies,1,$21.50
52678,06/25/2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,6,89.99
51683,2025-03-04,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
52426,2025-06-06,ALPHARETTA,SKU-3002,Gel Pens 12ct,Office Supplies,6,$11.99
50817,12-May-2025,Kennesaw,SKU-2002,Standing Desk,Furniture,3,$349.00
52284,03-May-2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
52187,2025-05-05,Alpharetta,SKU-3003,Desk Organizer,Office Supplies,6,21.50
51232,2025-02-24,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,6,11.99
51158,01/22/2025,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,4,$8.49
50905,2025-05-09,Smyrna,SKU-2002,Standing Desk,Furniture,5,349.00
50231,20-Feb-2025,ALPHARETTA,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
52818,30-May-2025,ATLANTA,SKU-1001,Wireless Mouse,Electronics,3,24.99
50248,2025-05-12,smyrna,SKU-2002,Standing Desk,Furniture,1,349.00
52911,2025-05-28,smyrna,SKU-3003,Desk Organizer,Office Supplies,6,$21.50
52840,2025-01-31,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
51819,01/19/2025,Smyrna,SKU-2001,Office Chair,Furniture,5,189.00
141608,28-May-2025,Marietta,,Standing Desk,Furniture,3, 349.00 
52148,06/29/2025,Marietta,SKU-3002,Gel Pens 12ct,Office Supplies,4,11.99
50536,2025-03-26,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,5, 8.49 
142268,2025-06-26,SMYRNA,SKU-1003,USB-C Hub,Electronics,,39.99
51084,2025-05-21,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
52217,15-Mar-2025,KENNESAW,SKU-2001,Office Chair,Furniture,4,$189.00
50862,2025-02-19,Smyrna,SKU-1001,Wireless Mouse,Electronics,6,24.99
52289,2025-06-28,atlanta,SKU-2001,Office Chair,Furniture,1,189.00
51178,28-May-2025,Kennesaw,SKU-2002,Standing Desk,Furniture,2,349.00
142531,2025-06-28,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,N/A,$89.99
50504,31-Jan-2025,Marietta,SKU-3003,Desk Organizer,Office Supplies,4,21.50
52430,2025-06-13,Kennesaw,SKU-3003,Desk Organizer,Office Supplies,6, 21.50 
50842,2025-01-03,Marietta,SKU-2001,Office Chair,Furniture,2,189.00
52005,2025-02-21,Alpharetta,SKU-1003,USB-C Hub,Electronics,4,39.99
50300,2025-06-26,Marietta,SKU-2002,Standing Desk,Furniture,1,$349.00
50018,02-May-2025,Alpharetta,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
50965,03/30/2025,Kennesaw,SKU-1001,Wireless Mouse,Electronics,3, 24.99 
51677,06/22/2025,smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,2,11.99
51210,2025-02-26,Smyrna,SKU-1003,USB-C Hub,Electronics,3,39.99
50286,2025-02-19,Marietta,SKU-1002,Mechanical Keyboard,Electronics,6,$89.99
50401,24-May-2025,Kennesaw,SKU-1003,USB-C Hub,Electronics,3,39.99
52874,2025-01-09,kennesaw,SKU-2001,Office Chair,Furniture,6,$189.00
50708,01/28/2025,ATLANTA,SKU-3002,Gel Pens 12ct,Office Supplies,3,11.99
52634,14-Apr-2025,SMYRNA,SKU-2002,Standing Desk,Furniture,2,$349.00
52609,2025-06-17,KENNESAW,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
51168,04/20/2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,4,8.49
52692,2025-02-12,Alpharetta,SKU-3002,Gel Pens 12ct,Office Supplies,2, 11.99 
50799,2025-04-22,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,6,11.99
51443,2025-04-08,Alpharetta,SKU-1003,USB-C Hub,Electronics,4,39.99
51001,2025-03-22,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,5,89.99
50514,06-May-2025,MARIETTA,SKU-2001,Office Chair,Furniture,5,189.00
50339,03/20/2025,Kennesaw,SKU-2002,Standing Desk,Furniture,6,349.00
51762,2025-05-31,MARIETTA,SKU-3003,Desk Organizer,Office Supplies,4,21.50
50197,2025-01-04,atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,1,$11.99
52208,06-Apr-2025,Kennesaw,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
51110,2025-05-26,Alpharetta,SKU-3003,Desk Organizer,Office Supplies,5,21.50
51629,06/24/2025,Smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,2,8.49
51089,2025-01-01,smyrna,SKU-3003,Desk Organizer,Office Supplies,1,21.50
50757,2025-04-22,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,4,$8.49
52958,03/16/2025,Smyrna,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
50964,14-May-2025,MARIETTA,SKU-2002,Standing Desk,Furniture,1,$349.00
52881,2025-01-25,Smyrna,SKU-2002,Standing Desk,Furniture,2,349.00
50136,03-Jan-2025,Kennesaw,SKU-1001,Wireless Mouse,Electronics,6,24.99
50062,2025-01-04,Atlanta,SKU-3003,Desk Organizer,Office Supplies,1,$21.50
50568,15-Jan-2025,Alpharetta,SKU-2001,Office Chair,Furniture,3,$189.00
51155,2025-02-08,ALPHARETTA,SKU-3001,Notebook 3-Pack,Office Supplies,2,$8.49
51480,02/05/2025,ALPHARETTA,SKU-3002,Gel Pens 12ct,Office Supplies,1,11.99
50924,06/27/2025,SMYRNA,SKU-1003,USB-C Hub,Electronics,1,$39.99
51863,06/04/2025,Atlanta,SKU-3003,Desk Organizer,Office Supplies,2,21.50
51506,01/20/2025,MARIETTA,SKU-1003,USB-C Hub,Electronics,5,$39.99
51270,2025-03-09,Marietta,SKU-1003,USB-C Hub,Electronics,6,$39.99
52021,02-Apr-2025,Atlanta,SKU-2002,Standing Desk,Furniture,2,$349.00
51037,2025-02-03,Atlanta,SKU-3002,Gel Pens 12ct,Office Supplies,2,11.99
52833,2025-05-03,Kennesaw,SKU-1003,USB-C Hub,Electronics,4,$39.99
50974,02/01/2025,KENNESAW,SKU-2002,Standing Desk,Furniture,4,$349.00
51093,01/04/2025,Alpharetta,SKU-3001,Notebook 3-Pack,Office Supplies,2,$8.49
50758,2025-01-17,Kennesaw,SKU-3003,Desk Organizer,Office Supplies,4,21.50
51381,2025-03-10,Alpharetta,SKU-1001,Wireless Mouse,Electronics,4,24.99
52240,2025-06-28,Kennesaw,SKU-1001,Wireless Mouse,Electronics,1, 24.99 
52362,2025-02-19,Marietta,SKU-1002,Mechanical Keyboard,Electronics,3,$89.99
51126,2025-06-25,Kennesaw,SKU-1003,USB-C Hub,Electronics,4,39.99
50495,12-Mar-2025,Kennesaw,SKU-3003,Desk Organizer,Office Supplies,2,21.50
51577,04/26/2025,ATLANTA,SKU-1001,Wireless Mouse,Electronics,5,$24.99
50530,2025-05-21,smyrna,SKU-2001,Office Chair,Furniture,6,189.00
52437,25-Jun-2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,6,8.49
52747,2025-05-28,smyrna,SKU-2001,Office Chair,Furniture,6, 189.00 
52182,2025-01-11,smyrna,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
51488,01/14/2025,Marietta,SKU-3001,Notebook 3-Pack,Office Supplies,3,8.49
51533,2025-04-01,Smyrna,SKU-3002,Gel Pens 12ct,Office Supplies,3,$11.99
52774,2025-01-28,Kennesaw,SKU-3001,Notebook 3-Pack,Office Supplies,4,$8.49
51941,2025-05-28,alpharetta,SKU-1001,Wireless Mouse,Electronics,5,$24.99
51315,2025-03-31,Kennesaw,SKU-2002,Standing Desk,Furniture,2,349.00
51808,01/24/2025,Smyrna,SKU-2002,Standing Desk,Furniture,1,$349.00
50529,06/27/2025,Marietta,SKU-1001,Wireless Mouse,Electronics,6,24.99
52123,30-Jun-2025,Atlanta,SKU-3003,Desk Organizer,Office Supplies,4,21.50
52682,2025-06-30,Smyrna,SKU-1001,Wireless Mouse,Electronics,3,24.99
50823,03/17/2025,KENNESAW,SKU-3003,Desk Organizer,Office Supplies,3,$21.50
52050,03/14/2025,Smyrna,SKU-2002,Standing Desk,Furniture,3,349.00
52160,27-Apr-2025,Atlanta,SKU-1002,Mechanical Keyboard,Electronics,4,89.99
50354,2025-04-10,Atlanta,SKU-3003,Desk Organizer,Office Supplies,2,$21.50
52605,10-Mar-2025,kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,5,11.99
51557,01-May-2025,Atlanta,SKU-2001,Office Chair,Furniture,6,189.00
52076,2025-01-10,smyrna,SKU-2001,Office Chair,Furniture,5,$189.00
50051,2025-03-17,Kennesaw,SKU-1001,Wireless Mouse,Electronics,4,24.99
51156,24-Jun-2025,ATLANTA,SKU-1002,Mechanical Keyboard,Electronics,5,$89.99
52797,25-May-2025,Alpharetta,SKU-1001,Wireless Mouse,Electronics,5,24.99
51369,01/08/2025,atlanta,SKU-2001,Office Chair,Furniture,4,$189.00
51564,2025-05-02,Smyrna,SKU-3003,Desk Organizer,Office Supplies,4,21.50
52811,24-Jan-2025,Kennesaw,SKU-1001,Wireless Mouse,Electronics,5,$24.99
50067,07-Apr-2025,Atlanta,SKU-3001,Notebook 3-Pack,Office Supplies,1,8.49
50834,26-Mar-2025,Smyrna,SKU-3003,Desk Organizer,Office Supplies,6,$21.50
51731,22-Jun-2025,Kennesaw,SKU-1003,USB-C Hub,Electronics,4,$39.99
51541,06/10/2025,ATLANTA,SKU-3003,Desk Organizer,Office Supplies,1,21.50
51877,2025-01-16,Atlanta,SKU-1002,Mechanical Keyboard,Electronics,1,89.99
141602,2025-05-07,Atlanta,SKU-1003,USB-C Hub,Electronics,, 39.99 
50935,2025-06-29,Kennesaw,SKU-3002,Gel Pens 12ct,Office Supplies,4,11.99
51550,2025-06-30,Smyrna,SKU-2001,Office Chair,Furniture,1,189.00
52405,12-Mar-2025,Alpharetta,SKU-2001,Office Chair,Furniture,5, 189.00 
51458,2025-03-26,Alpharetta,SKU-1003,USB-C Hub,Electronics,3,39.99
52942,2025-01-25,Atlanta,SKU-3003,Desk Organizer,Office Supplies,4,21.50
51372,2025-01-27,Marietta,SKU-1003,USB-C Hub,Electronics,6,39.99
52754,02/26/2025,atlanta,SKU-1002,Mechanical Keyboard,Electronics,2, 89.99 
51119,2025-04-16,ATLANTA,SKU-2001,Office Chair,Furniture,6,189.00
51520,2025-01-11,Marietta,SKU-1002,Mechanical Keyboard,Electronics,2,$89.99
